2.288934833958368376e+07,2.380492227316703275e+07,2.487614377545954660e+07,2.611995096423252672e+07,2.755654826726531237e+07,2.907215842196490243e+07,3.067112713517297059e+07
1.351600802021245472e+07,1.405516158013872989e+07,1.461947631758129783e+07,1.520557112315313146e+07,1.581440219092418440e+07,1.644761085464878939e+07,1.710617319326892868e+07
1.812630656164274812e+08,1.844424197873395979e+08,1.871113016016623974e+08,1.889749301656149626e+08,1.904735013618282974e+08,1.919839562276276052e+08,1.935063890005126894e+08
1.113704071344412863e+08,1.145711926354851276e+08,1.183841219263940752e+08,1.232674669558578283e+08,1.279306752307979316e+08,1.327702926747790277e+08,1.377929928466659188e+08
1.661160607437931234e+06,1.702839127078549005e+06,1.736895909620119957e+06,1.771633827812522417e+06,1.807066504368772963e+06,1.843207834456148557e+06,1.880071991145271575e+06
6.114922704409620762e+08,6.202549546763809919e+08,6.344153752916426659e+08,6.540822519256834984e+08,6.750128839873054028e+08,6.966132962748992443e+08,7.189049217556960583e+08
1.348766863967205025e+07,1.409461372845729068e+07,1.472887134623786807e+07,1.539167055681857094e+07,1.608429573187540472e+07,1.680808903980979696e+07,1.756445304660123587e+07
1.390161441677615166e+09,1.426055410101731062e+09,1.464544645620376825e+09,1.503662633104897022e+09,1.543359326618866205e+09,1.584104012841604233e+09,1.625924358780622482e+09
4.220722722757838964e+08,4.286143924960585833e+08,4.352579155797474980e+08,4.420479390627915859e+08,4.489438869121711850e+08,4.559474115480011106e+08,4.630601911681499481e+08
5.459080876666186005e+07,5.576178161470675468e+07,5.699634745965636522e+07,5.833405173453450948e+07,5.974456910547555983e+07,6.118919278644596785e+07,6.266874746802223474e+07
1.274837704153551534e+07,1.301622044317817688e+07,1.324166138125402294e+07,1.345339554674027488e+07,1.366676640011157468e+07,1.388352131521734409e+07,1.410371396327669173e+07
3.560640971533060819e+07,3.644387247183518112e+07,3.733492515377155691e+07,3.837619621631024778e+07,3.951558548197250068e+07,4.068880321493226290e+07,4.189685378238359839e+07
3.001640368666712046e+08,3.220760115579382181e+08,3.455875604016677141e+08,3.708154523109894395e+08,3.978849803296916485e+08,4.269305838937591314e+08,4.580965165180035233e+08
4.851165981321438216e+06,4.923933471041259356e+06,5.014533846908418462e+06,5.106801269691533409e+06,5.200766413053857163e+06,5.296460515054048039e+06,5.393915388531042263e+06
5.921322042156387120e+07,5.927539430300651491e+07,5.931155229353135079e+07,5.932697329712766409e+07,5.910568368672937900e+07,5.888521948657787591e+07,5.866557761789294332e+07
4.991951774325453639e+08,5.057096744980400801e+08,5.123799851046692729e+08,5.193432291022416949e+08,5.264166838826141953e+08,5.335864791170954108e+08,5.408539269626702070e+08
1.874915166561445687e+06,1.908457398891229881e+06,1.940729413506480632e+06,1.973954701065711677e+06,2.007275056419700850e+06,2.041157859372065403e+06,2.075612604038265767e+06
1.513011520342265815e+07,1.615018757043741457e+07,1.723935622018771246e+07,1.839904771311973780e+07,1.964061545280105621e+07,2.096596418355607241e+07,2.238074744666243717e+07
2.656159296561742201e+06,2.813164872581506614e+06,3.007470170330711175e+06,3.223135856245126110e+06,3.429771095989000984e+06,3.649653720952855423e+06,3.883633021003142465e+06
3.964478172812059522e+07,4.111163865206105262e+07,4.263276928218730539e+07,4.421018174562823027e+07,4.584595847021646798e+07,4.754225893361447006e+07,4.930132251415820420e+07
1.888317912179688364e+07,1.937414177896360308e+07,1.991661774877458438e+07,2.049419966348904744e+07,2.110902565339371935e+07,2.174229642299553007e+07,2.239456531568539515e+07
1.738357999074352905e+07,1.841025422499683872e+07,1.911923311520146951e+07,1.986622155301238969e+07,2.064696406004577503e+07,2.145838974760557339e+07,2.230170446468646824e+07
1.860282662862688303e+09,1.904389964799162388e+09,1.949295480169126511e+09,1.996254008286400557e+09,2.041289498713341475e+09,2.087340989804314375e+09,2.134431402534299612e+09
1.390495193692541681e+07,1.440483495905788429e+07,1.491462206825894304e+07,1.527674909207627177e+07,1.560000510286460631e+07,1.593010121084122173e+07,1.626718215246262215e+07
6.004125684460487217e+07,6.184249454994302243e+07,6.357408439734143019e+07,6.535415876046699286e+07,6.718407520576007664e+07,6.906522931152136624e+07,7.099905573224397004e+07
1.402661297278150916e+07,1.487003321083486080e+07,1.576491180946290120e+07,1.671080651803067699e+07,1.771345490911251679e+07,1.877626220365926996e+07,1.990283793587882817e+07
3.120998369336634874e+06,3.136603361183317844e+06,3.152286377989233937e+06,3.168047809879179578e+06,3.183888048928575125e+06,3.199807489173217677e+06,3.215806526619083248e+06
2.536533462193097174e+07,2.706582665498522297e+07,2.886272688660969213e+07,3.075641039764015377e+07,3.275988297094243392e+07,3.489386174766962230e+07,3.716684790191282332e+07
3.773006870665036142e+07,3.943207210600735992e+07,4.138869152390744537e+07,4.355787284667544067e+07,4.590782008675357699e+07,4.838454698043393344e+07,5.099489329002834111e+07
1.719884825475101471e+09,1.750086003010444403e+09,1.780169981402194023e+09,1.810432871086031199e+09,1.841210229894493580e+09,1.872510803802699804e+09,1.904343487467345476e+09
2.009984836249094456e+06,2.110202680184474215e+06,2.215691712166896090e+06,2.326033159432807472e+06,2.441776569446184207e+06,2.563279371541826520e+06,2.690828153069748078e+06
1.946740598111731699e+06,2.043357333996016998e+06,2.145279997815737966e+06,2.252265111306808889e+06,2.364653140361018945e+06,2.482649332065033726e+06,2.606533533735079225e+06
1.121267123930939101e+07,1.175256135948213749e+07,1.238132339221443236e+07,1.288648138661678135e+07,1.336946670898717828e+07,1.387055432124001719e+07,1.439042269720009156e+07
2.709084722586706281e+08,2.796561068279030919e+08,2.887868787158341408e+08,2.982042188307574987e+08,3.077169334114586711e+08,3.175331035872842073e+08,3.276624095917186141e+08
