2.049463241930571944e+07,2.103712533944474161e+07,2.128725675973073766e+07,2.212001424417140335e+07
1.176432331149505079e+07,1.221160288379809260e+07,1.270873723719751276e+07,1.299341295131073706e+07
1.712905594948003590e+08,1.735173367682327330e+08,1.755995448094515204e+08,1.770043411679271460e+08
1.131958514072476178e+08,1.130260576301367581e+08,1.107655364775340259e+08,1.101009432586688250e+08
1.410195673333333340e+06,1.454532225302933250e+06,1.555622214961487334e+06,1.607751115384846693e+06
6.314892143850979805e+08,6.492908953386138678e+08,6.326365838731784821e+08,6.194271320019065142e+08
1.057391657788345218e+07,1.136886362620873004e+07,1.196288675067813508e+07,1.286991282411455177e+07
1.266025552566121101e+09,1.296574749149541616e+09,1.333449335015354633e+09,1.359398259074753523e+09
3.895685546748152971e+08,3.989181999870108962e+08,4.092102895466758013e+08,4.150169835553430915e+08
5.144998861522566527e+07,5.152922159769311547e+07,5.230215992165850848e+07,5.346274485032010823e+07
1.192202515276228264e+07,1.229351545652235672e+07,1.266551723423672281e+07,1.281978323414972797e+07
3.223328130265957117e+07,3.361673373616972566e+07,3.419494155643184483e+07,3.487542089340484142e+07
2.232144973117493689e+08,2.394734412959372103e+08,2.583056327194497287e+08,2.793652909550665021e+08
4.832171449632733129e+06,4.855269229161977768e+06,4.826963009555963799e+06,4.822232585806598887e+06
5.502308263970650733e+07,5.642121916958144307e+07,5.819171702712290734e+07,5.903316925533510000e+07
4.681933665747256875e+08,4.757219159092473388e+08,4.843419970255228877e+08,4.927889214536479712e+08
1.723078604571567150e+06,1.753301403295752360e+06,1.804112077963263262e+06,1.836423725279585458e+06
1.176852557441218942e+07,1.243603634499284998e+07,1.326887769901701994e+07,1.417991884183152765e+07
2.152023240221897140e+06,2.288074149468725547e+06,2.375821793100851588e+06,2.477483207627637312e+06
3.440732670142946392e+07,3.585071405655442923e+07,3.736504821830329299e+07,3.819343133730307966e+07
1.672163588158923201e+07,1.725271503718850762e+07,1.789796657957936078e+07,1.840465801344725490e+07
1.504126794512171485e+07,1.547806636624804884e+07,1.617132895879230089e+07,1.666067337308535539e+07
1.743171534450149775e+09,1.766233693850925446e+09,1.797743302949226141e+09,1.823109460953839779e+09
1.261156646051330306e+07,1.277917417877352424e+07,1.278581934934648685e+07,1.328050269997270033e+07
5.258217507005214691e+07,5.442412866275607049e+07,5.610692272100849450e+07,5.817951244632254541e+07
1.104463074827735685e+07,1.172453821714131162e+07,1.252426896893252246e+07,1.323677463057509437e+07
2.986907218324789312e+06,3.001841754416413140e+06,3.050171406662517227e+06,3.105471014265308622e+06
1.928872265231366828e+07,2.063835457629605755e+07,2.219304182652844116e+07,2.375654162320736796e+07
3.236621775356490165e+07,3.351489482163891941e+07,3.487626984929389507e+07,3.622075005198417604e+07
1.572088679648192883e+09,1.619880175509497881e+09,1.659243263774378777e+09,1.690121780913219929e+09
1.671945816825373331e+06,1.733841250964248786e+06,1.812401598045438761e+06,1.915128520622654352e+06
1.659673455142538296e+06,1.734823469191392418e+06,1.801093725714503555e+06,1.854586209368224489e+06
1.034188602072562277e+07,1.009574913343235292e+07,1.032825423597530089e+07,1.063397056136017106e+07
2.481218111335240901e+08,2.509851368340049982e+08,2.603192740728616714e+08,2.629745306684048474e+08
1.199753689412206650e+10,1.283088580678778648e+10,1.369376287729426575e+10,1.449101375201033783e+10
2.996067172656282783e+08,3.036783725532681346e+08,3.114646860255339742e+08,3.216838423740317225e+08
7.637428435890411958e+06,7.303367316104565747e+06,6.833979898698524572e+06,6.791472543728619814e+06
5.707878047501166910e+07,5.945211616716264933e+07,6.067445167555950582e+07,6.198987378788562864e+07
5.125815814742880315e+07,5.302143878770035505e+07,5.451028078885898739e+07,5.606872971661245823e+07
2.112014052923505008e+07,2.220888377351711690e+07,2.337285137208715081e+07,2.409180028029254824e+07
1.928034489500482678e+08,2.027694592262762785e+08,2.092560542269248366e+08,2.140982393217358589e+08
3.552653153538887948e+07,3.814128425639349967e+07,4.076921874165900797e+07,4.330995645363919437e+07
3.882735226421970129e+07,4.027444768310716748e+07,4.261680956035667658e+07,4.448342581910029799e+07
3.125038921879631877e+08,3.213133769087418318e+08,3.283051559902760386e+08,3.376651359875588417e+08
2.614663206668037921e+06,2.747409657670574263e+06,2.980802108089689631e+06,3.204362266196416225e+06
7.590369253187665343e+07,7.944611786233933270e+07,8.499384027266649902e+07,8.928772908324159682e+07
9.807308092893999815e+07,1.003954514853372872e+08,1.016895488549832851e+08,1.017017516008458734e+08
3.315629540029753447e+08,3.450807756376766562e+08,3.634183680550627708e+08,3.836171609515631199e+08
2.403521197280000150e+07,2.457600424218799919e+07,2.517344690531558916e+07,2.577307841060020402e+07
2.153149387512194924e+06,1.937511476352848578e+06,2.190007971951151732e+06,2.274016677755197976e+06
2.379322879601131752e+07,2.510161844750398397e+07,2.619479393089278042e+07,2.750348583568018302e+07
6.812502595665918291e+07,7.508059110683408380e+07,8.086404903979350626e+07,8.817173315151965618e+07
2.411271438736012876e+08,2.488239223060466349e+08,2.520884921667019725e+08,2.552950577870624363e+08
2.465897758805128574e+09,2.522391476459353924e+09,2.569434077495320797e+09,2.607667256568451405e+09
1.468382982615778781e+07,1.475328434123551287e+07,1.487765452823212743e+07,1.546368534009919129e+07
1.404954577418615809e+06,1.472715536687515676e+06,1.579266505766857415e+06,1.674922678021155996e+06
1.538823688327430002e+07,1.613333531316244043e+07,1.691467274237889796e+07,1.776159040658980981e+07
3.432459880893100262e+09,3.521841136191556931e+09,3.566498081798465729e+09,3.586292146152447224e+09
5.023881686350478232e+07,5.433026610886860639e+07,5.773351397792813927e+07,6.147349101341832429e+07
1.944410701765544713e+08,1.969299158748143613e+08,2.000000532633027136e+08,2.037140542524022460e+08
6.385140756933403015e+07,6.578163562015499920e+07,6.789651520534297824e+07,7.050781518014046550e+07
9.746416531793894246e+06,1.075400107285074703e+07,1.141870587916365080e+07,1.206329182604243793e+07
3.318941980483591557e+06,3.442871274034848437e+06,3.595769187314736191e+06,3.788250711911694147e+06
8.498792251544032246e+06,8.693074642414329574e+06,8.838075127449801192e+06,8.689418703806096688e+06
2.179653497572928667e+07,2.285214116460385546e+07,2.369698482345926017e+07,2.432519189112916589e+07
3.160961967555713058e+08,3.280794035745750666e+08,3.374165434003074765e+08,3.332022107732376456e+08
1.277508757419921011e+08,1.332658810477738976e+08,1.404689019184060693e+08,1.468995682482306957e+08
1.862149546830484644e+07,1.940266720320023224e+07,2.031750296183112264e+07,2.083945961292056367e+07
2.259676710533120155e+09,2.413221743013845444e+09,2.570877519484939575e+09,2.674792388822520733e+09
9.041810262505422831e+08,9.500230042814447880e+08,9.991771945229666233e+08,1.049315906144129038e+09
4.349958391667019725e+08,4.513299329274116158e+08,4.241327911692057848e+08,3.953596226162868738e+08
2.974194121447417736e+08,3.254809336805981398e+08,3.546049676263380647e+08,3.756117659085223079e+08
3.112839726459851861e+08,3.224341645461643934e+08,3.336613221556618810e+08,3.451592913171459436e+08
1.860385436664558887e+09,1.891416665748123884e+09,1.909233810739471197e+09,1.914713311776293278e+09
1.439912886212124676e+07,1.449689894709505141e+07,1.476175729085847735e+07,1.490494633657980524e+07
4.422572268783295631e+09,4.496650354285415649e+09,4.521786629765871048e+09,4.533995453666238785e+09
3.867220646111956984e+07,3.947968213202774525e+07,4.024321918446116149e+07,4.102997411951737851e+07
1.864166787014141381e+08,1.940597625281721056e+08,2.020162127918271422e+08,2.111069423674593568e+08
6.777032826444846392e+07,7.102737024083785713e+07,7.551487949265399575e+07,7.956700792622981966e+07
1.179384095659651905e+08,1.123835104754082263e+08,1.137838090159318000e+08,1.142685280423396677e+08
6.967743259110997431e+06,7.298014289592859335e+06,7.550452603869875893e+06,7.887806826210781932e+06
2.789726773907214776e+07,2.880420791326938570e+07,2.996328923969934881e+07,3.057064511258805543e+07
2.587694042963423301e+06,2.517696919101262465e+06,2.492142295372384600e+06,2.518708532241053879e+06
1.606341578696060969e+04,1.646002152274066975e+04,1.666445499005310921e+04,1.624517730250337445e+04
4.247929473462217301e+07,4.429825813515869528e+07,4.604228055793988705e+07,4.804005511134889722e+07
6.040997905496373028e+07,6.149796277774363011e+07,6.341116439975923300e+07,6.486835295766569674e+07
1.013333106026042067e+07,1.053187497086046450e+07,1.086826305742974766e+07,1.134766214089297503e+07
6.547405237694359384e+06,6.809301447202133946e+06,7.025156303078441881e+06,7.341288336716971360e+06
3.147650215614099503e+08,3.330623122647747397e+08,3.489493845598044991e+08,3.639646765774128437e+08
4.369895187952611595e+06,4.684964631003995426e+06,5.065805405858310871e+06,5.419702571511572227e+06
1.387172680727155693e+07,1.460762191439731419e+07,1.530089965045461245e+07,1.602998751879877411e+07
